prodcodeid,bnfchapter,termfromemis,drugsubstancename,productname,bb,ace,arb,arnie,mra,sglti,loop
"10982741000033111","","haemofine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/32gauge (htl-strefa s.a.)","","haemofine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/32gauge",,,,,,,
"3162141000033112","2060100","aspirin 150mg / isosorbide mononitrate 60mg modified-release tablets","aspirin/ isosorbide mononitrate","aspirin 150mg / isosorbide mononitrate 60mg modified-release tablets",,,,,,,
"13742041000033111","2120000","bempedoic acid 180mg tablets","bempedoic acid","bempedoic acid 180mg tablets",,,,,,,
"1739541000033116","","imazin xl tablets (napp pharmaceuticals ltd)","aspirin/ isosorbide mononitrate","imazin xl tablets",,,,,,,
"11814341000033116","","neon verifine safety hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/30gauge (neon diagnostics ltd)","","neon verifine safety hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/30gauge",,,,,,,
"447441000033116","","digoxin  injection  100 micrograms/ml","","",,,,,,,
"8623241000033116","","hypodermic insulin needles for pre-filled / reusable pen injectors screw on 10mm/29gauge","","hypodermic insulin needles for pre-filled / reusable pen injectors screw on 10mm/29gauge",,,,,,,
"7861541000033111","2120000","atorvastatin 60mg tablets","atorvastatin calcium trihydrate","atorvastatin 60mg tablets",,,,,,,
"5378141000033117","","dacadis mr 30mg tablets (viatris uk healthcare ltd)","gliclazide","dacadis mr 30mg tablets",,,,,,,
"2147541000033115","6010203","rosiglitazone 4mg tablets","rosiglitazone maleate","rosiglitazone 4mg tablets",,,,,,,
"6448141000033113","","mylife clickfine autoprotect hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/29gauge (ypsomed ltd)","","mylife clickfine autoprotect hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/29gauge",,,,,,,
"12520141000033118","","carefine  needles for insulin pens  8 mm/31 gauge","","",,,,,,,
"13155741000033112","","microdot safety pen hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/30gauge (cambridge sensors ltd)","","microdot safety pen hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/30gauge",,,,,,,
"5975341000033119","4030300","sertraline 100mg/5ml oral suspension","sertraline hydrochloride","sertraline 100mg/5ml oral suspension",,,,,,,
"12480041000033117","","dropsafe safety pen hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/31gauge (htl-strefa s.a.)","","dropsafe safety pen hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/31gauge",,,,,,,
"8966741000033113","","hypodermic insulin needles for pre-filled / reusable pen injectors snap on 4mm/32gauge","","hypodermic insulin needles for pre-filled / reusable pen injectors snap on 4mm/32gauge",,,,,,,
"724041000033112","","humulin i 100units/ml suspension for injection 10ml vials (eli lilly and company ltd)","insulin isophane human","humulin i 100units/ml suspension for injection 10ml vials",,,,,,,
"88041000033114","","aspirin e/c  tablets  600 mg","","",,,,,,,
"11736641000033112","","neon verifine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/31gauge (neon diagnostics ltd)","","neon verifine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/31gauge",,,,,,,
"12998841000033112","","toujeo 300units/ml solution for injection 3ml pre-filled doublestar pens (sanofi)","insulin glargine","toujeo 300units/ml solution for injection 3ml pre-filled doublestar pens",,,,,,,
"10252741000033119","","humalog kwikpen 200units/ml solution for injection 3ml pre-filled pens (eli lilly and company ltd)","insulin lispro","humalog kwikpen 200units/ml solution for injection 3ml pre-filled pens",,,,,,,
"1119741000033114","6010102","insulin protamine zinc bovine 100units/ml suspension for injection 10ml vials","insulin protamine zinc bovine","insulin protamine zinc bovine 100units/ml suspension for injection 10ml vials",,,,,,,
"2951441000033110","","cipralex 20mg tablets (lundbeck ltd)","escitalopram oxalate","cipralex 20mg tablets",,,,,,,
"2620141000033114","2080200","warfarin 5mg/5ml oral suspension","warfarin sodium","warfarin 5mg/5ml oral suspension",,,,,,,
"370941000033119","4070100","co-codaprin 8mg/400mg tablets","aspirin/ codeine phosphate","co-codaprin 8mg/400mg tablets",,,,,,,
"7687341000033117","","januvia 50mg tablets (merck sharp & dohme (uk) ltd)","sitagliptin","januvia 50mg tablets",,,,,,,
"1686141000033119","","seroxat 20mg/10ml liquid (glaxosmithkline uk ltd)","paroxetine hydrochloride","seroxat 20mg/10ml liquid",,,,,,,
"6468641000033113","2120000","atorvastatin 10mg chewable tablets sugar free","atorvastatin calcium trihydrate","atorvastatin 10mg chewable tablets sugar free",,,,,,,
"13600741000033114","","insupen original hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/31gauge (spirit healthcare ltd)","","insupen original hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/31gauge",,,,,,,
"1112441000033114","","prozac 20mg capsules (eli lilly and company ltd)","fluoxetine hydrochloride","prozac 20mg capsules",,,,,,,
"12520041000033117","","carefine  needles for insulin pens  6 mm/31 gauge","","",,,,,,,
"1562941000033110","","zocor 20mg tablets (organon pharma (uk) ltd)","simvastatin","zocor 20mg tablets",,,,,,,
"993441000033119","","nu-seals aspirin  e/c tablets  600 mg","","",,,,,,,
"5440141000033112","","humapen luxura hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-60 units burgundy (eli lilly and company ltd)","","humapen luxura hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-60 units",,,,,,,
"758541000033112","","insulin syringe  disposable  1 ml","","",,,,,,,
"2974141000033115","","simvador 40mg tablets (dexcel-pharma ltd)","simvastatin","simvador 40mg tablets",,,,,,,
"6436241000033116","","pradaxa 150mg capsules (boehringer ingelheim ltd)","dabigatran etexilate mesilate","pradaxa 150mg capsules",,,,,,,
"2016841000033115","","autopen hypodermic insulin injection pen reusable for 1.5ml cartridge 2 unit dial up / range 2-32 units (owen mumford ltd)","","autopen hypodermic insulin injection pen reusable for 1.5ml cartridge 2 unit dial up / range 2-32 units",,,,,,,
"10259341000033113","","novopen 5 hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-60 units blue (novo nordisk ltd)","","novopen 5 hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-60 units",,,,,,,
"2780841000033118","","lantus 100units/ml solution for injection 3ml cartridges (sanofi)","insulin glargine","lantus 100units/ml solution for injection 3ml cartridges",,,,,,,
"13847941000033112","","ateria safecontrol safety  needles for insulin pens  4 mm/32 gauge","","",,,,,,,
"4608541000033115","","humalog kwikpen 100units/ml solution for injection 3ml pre-filled pens (eli lilly and company ltd)","insulin lispro","humalog kwikpen 100units/ml solution for injection 3ml pre-filled pens",,,,,,,
"8318641000033110","","humapen savvio hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-60 units silver (eli lilly and company ltd)","","humapen savvio hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-60 units",,,,,,,
"6000741000033110","2080200","warfarin 5mg/5ml oral solution","warfarin sodium","warfarin 5mg/5ml oral solution",,,,,,,
"3111141000033117","","u100 insulin sterile, single use  syringes with 8mm needles  1 ml, 0.33 mm/29g","","",,,,,,,
"2798941000033111","6010102","insulin glargine 100units/ml solution for injection 3ml cartridges","insulin glargine","insulin glargine 100units/ml solution for injection 3ml cartridges",,,,,,,
"13743641000033113","4030300","sertraline 25mg tablets","sertraline hydrochloride","sertraline 25mg tablets",,,,,,,
"8241641000033118","","microdot droplet hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/31gauge (cambridge sensors ltd)","","microdot droplet hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/31gauge",,,,,,,
"758441000033111","","insulin syringe  disposable  0.5 ml","","",,,,,,,
"3849841000033110","4070100","aspirin 500mg / papaveretum 7.71mg dispersible tablets sugar free","aspirin/ papaveretum","aspirin 500mg / papaveretum 7.71mg dispersible tablets sugar free",,,,,,,
"87041000033110","2090000","aspirin 75mg tablets","","",,,,,,,
"86841000033118","","aspav dispersible tablets (actavis uk ltd)","aspirin/ papaveretum","aspav dispersible tablets",,,,,,,
"233941000033117","2120000","cerivastatin 300microgram tablets","cerivastatin sodium","cerivastatin 300microgram tablets",,,,,,,
"8959641000033115","","vipidia 12.5mg tablets (takeda uk ltd)","alogliptin benzoate","vipidia 12.5mg tablets",,,,,,,
"2906741000033119","2120000","ezetimibe 10mg tablets","ezetimibe","ezetimibe 10mg tablets",,,,,,,
"5897841000033117","2120000","atorvastatin 10mg/5ml oral solution","atorvastatin calcium trihydrate","atorvastatin 10mg/5ml oral solution",,,,,,,
"8264141000033116","","tresiba flextouch 100units/ml solution for injection 3ml pre-filled pens (novo nordisk ltd)","insulin degludec","tresiba flextouch 100units/ml solution for injection 3ml pre-filled pens",,,,,,,
"5733441000033119","","hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/31gauge","","hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/31gauge",,,,,,,
"8052741000033110","","droplet hypodermic insulin needles for pre-filled / reusable pen injectors screw on 10mm/29gauge (cambridge sensors ltd)","","droplet hypodermic insulin needles for pre-filled / reusable pen injectors screw on 10mm/29gauge",,,,,,,
"3137041000033115","6010102","insulin detemir 100units/ml solution for injection 3ml cartridges","insulin detemir","insulin detemir 100units/ml solution for injection 3ml cartridges",,,,,,,
"13753441000033114","","trulicity 4.5mg/0.5ml solution for injection pre-filled pens (eli lilly and company ltd)","dulaglutide","trulicity 4.5mg/0.5ml solution for injection pre-filled pens",,,,,,,
"14115341000033118","","greenfine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/31gauge (neon diagnostics ltd)","","greenfine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/31gauge",,,,,,,
"1481141000033113","21010900","hypodermic u100 insulin syringe sterile single use / single patient use 0.5ml with not less than 12mm needle 0.4mm/27gauge","","hypodermic u100 insulin syringe sterile single use / single patient use 0.5ml with not less than 12mm needle 0.4mm/27gauge",,,,,,,
"1923441000033114","","novofine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/30gauge (novo nordisk ltd)","","novofine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/30gauge",,,,,,,
"3304141000033110","2120000","simvastatin 20mg/5ml oral suspension","simvastatin","simvastatin 20mg/5ml oral suspension",,,,,,,
"3836841000033119","4070401","aspirin 900mg / metoclopramide 10mg oral powder sachets sugar free","aspirin dl-lysine/ metoclopramide hydrochloride","aspirin 900mg / metoclopramide 10mg oral powder sachets sugar free",,,,,,,
"8244641000033115","","insupen hypodermic insulin needles for pre-filled / reusable pen injectors screw on 12mm/29gauge (spirit healthcare ltd)","","insupen hypodermic insulin needles for pre-filled / reusable pen injectors screw on 12mm/29gauge",,,,,,,
"10618041000033112","2120000","evolocumab 140mg/1ml solution for injection pre-filled disposable devices","evolocumab","evolocumab 140mg/1ml solution for injection pre-filled disposable devices",,,,,,,
"10021741000033116","","needlebay fine pen hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/32gauge (diabetes care technology ltd)","","needlebay fine pen hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/32gauge",,,,,,,
"13828541000033119","","axpinet 500mg tablets (glucorx ltd)","metformin hydrochloride","axpinet 500mg tablets",,,,,,,
"8880741000033117","","mylife penfine classic hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/32gauge (ypsomed ltd)","","mylife penfine classic hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/32gauge",,,,,,,
"12186441000033111","","fiasp 100units/ml solution for injection 10ml vials (novo nordisk ltd)","insulin aspart","fiasp 100units/ml solution for injection 10ml vials",,,,,,,
"8881341000033114","","bd safetyglide hypodermic u100 insulin syringe sterile single use / single patient use 0.5ml with 8mm safety needle 0.3mm/30gauge (becton, dickinson uk ltd)","","bd safetyglide hypodermic u100 insulin syringe sterile single use / single patient use 0.5ml with 8mm safety needle 0.3mm/30gauge",,,,,,,
"11241841000033112","2120000","fenofibrate 145mg / simvastatin 40mg tablets","fenofibrate/ simvastatin","fenofibrate 145mg / simvastatin 40mg tablets",,,,,,,
"11919041000033113","","saxenda 6mg/ml solution for injection 3ml pre-filled pens (novo nordisk ltd)","liraglutide","saxenda 6mg/ml solution for injection 3ml pre-filled pens",,,,,,,
"2917141000033119","","hypurin porcine neutral 100units/ml solution for injection 3ml cartridges (wockhardt uk ltd)","insulin soluble porcine","hypurin porcine neutral 100units/ml solution for injection 3ml cartridges",,,,,,,
"1616241000033111","","humulin m2 100units/ml suspension for injection 3ml cartridges (eli lilly and company ltd)","insulin isophane human/ insulin soluble human","humulin m2 100units/ml suspension for injection 3ml cartridges",,,,,,,
"12380841000033118","","omnican fine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/32gauge (b.braun medical ltd)","","omnican fine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/32gauge",,,,,,,
"766741000033114","","insulin syringe  re-usable  0.5 ml","","",,,,,,,
"11414441000033115","","hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/32.5gauge","","hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/32.5gauge",,,,,,,
"2710441000033119","","ranflutin 20mg capsules (ranbaxy (uk) ltd)","fluoxetine hydrochloride","ranflutin 20mg capsules",,,,,,,
"6006341000033111","","novotwist hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/32gauge (novo nordisk ltd)","","novotwist hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/32gauge",,,,,,,
"6000841000033117","2080200","warfarin 1mg/5ml oral suspension","warfarin sodium","warfarin 1mg/5ml oral suspension",,,,,,,
"1278341000033111","","seroxat 20mg tablets (glaxosmithkline uk ltd)","paroxetine hydrochloride","seroxat 20mg tablets",,,,,,,
"4079141000033116","","seroxat 10mg tablets (glaxosmithkline uk ltd)","paroxetine hydrochloride","seroxat 10mg tablets",,,,,,,
"463541000033118","","diamicron 80mg tablets (servier laboratories ltd)","gliclazide","diamicron 80mg tablets",,,,,,,
"7687541000033112","","januvia 25mg tablets (merck sharp & dohme (uk) ltd)","sitagliptin","januvia 25mg tablets",,,,,,,
"2189041000033110","2120000","fluvastatin 80mg modified-release tablets","fluvastatin sodium","fluvastatin 80mg modified-release tablets",,,,,,,
"2528141000033116","","penfine  needles for insulin pens  29g, 12 mm","","",,,,,,,
"2953341000033117","","insulatard penfill 100units/ml suspension for injection 3ml cartridges (novo nordisk ltd)","insulin isophane human","insulatard penfill 100units/ml suspension for injection 3ml cartridges",,,,,,,
"3200841000033119","","avandamet 4mg/1000mg tablets (glaxosmithkline uk ltd)","metformin hydrochloride/ rosiglitazone maleate","avandamet 4mg/1000mg tablets",,,,,,,
"7685141000033112","","clickfine  needles for insulin pens  12 mm/29 gauge","","",,,,,,,
"763941000033117","","insulin zinc suspension  injection  100 units/ml","","",,,,,,,
"5128541000033119","4030300","escitalopram 20mg/ml oral drops sugar free","escitalopram oxalate","escitalopram 20mg/ml oral drops sugar free",,,,,,,
"627841000033118","2120000","gemfibrozil 300mg capsules","gemfibrozil","gemfibrozil 300mg capsules",,,,,,,
"11075341000033112","","bd viva hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/32gauge (becton, dickinson uk ltd)","","bd viva hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/32gauge",,,,,,,
"1583141000033116","","citalopram 40mg tablets","","",,,,,,,
"3191341000033115","6010203","rosiglitazone 1mg / metformin 500mg tablets","metformin hydrochloride/ rosiglitazone maleate","rosiglitazone 1mg / metformin 500mg tablets",,,,,,,
"11767441000033115","","profine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/32gauge (prosum medical ltd)","","profine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/32gauge",,,,,,,
